Zaga Talent Gaming;0;1;Rainbow7;PRE MSI
Infinity eSports;1;0;6Sense;PRE MSI
Dash9 Gaming;1;0;Gaming Gaming;PRE MSI
Gaming Gaming;1;0;6Sense;PRE MSI
Dash9 Gaming;0;1;Rainbow7;PRE MSI
Rainbow7;1;0;Gaming Gaming;PRE MSI
Predators eSports;0;1;Dash9 Gaming;PRE MSI
Zaga Talent Gaming;0;1;Infinity eSports;PRE MSI
6Sense;1;0;Infinity eSports;PRE MSI
Dash9 Gaming;1;0;Predators eSports;PRE MSI
Rainbow7;0;1;Zaga Talent Gaming;PRE MSI
Dash9 Gaming;0;1;Infinity eSports;PRE MSI
Gaming Gaming;1;0;Dash9 Gaming;PRE MSI
Infinity eSports;0;1;Rainbow7;PRE MSI
Zaga Talent Gaming;0;1;Predators eSports;PRE MSI
6Sense;0;1;Gaming Gaming;PRE MSI
Predators eSports;0;1;Rainbow7;PRE MSI
Infinity eSports;1;0;Zaga Talent Gaming;PRE MSI
Dash9 Gaming;1;0;6Sense;PRE MSI
Gaming Gaming;0;1;Rainbow7;PRE MSI
Predators eSports;1;0;Infinity eSports;PRE MSI
Predators eSports;1;0;Gaming Gaming;PRE MSI
Zaga Talent Gaming;1;0;6Sense;PRE MSI
Rainbow7;1;0;Dash9 Gaming;PRE MSI
Rainbow7;1;0;6Sense;PRE MSI
Gaming Gaming;1;0;Zaga Talent Gaming;PRE MSI
Zaga Talent Gaming;0;1;Dash9 Gaming;PRE MSI
6Sense;1;0;Predators eSports;PRE MSI
Infinity eSports;0;1;Gaming Gaming;PRE MSI
Zaga Talent Gaming;0;1;6Sense;PRE MSI
Rebirth eSports;1;0;Legatum;PRE MSI
Dark Horse;1;0;Universidad Catolica;PRE MSI
Furious Gaming;1;0;Hafnet eSports;PRE MSI
Isurus Gaming;1;0;Kaos Latin Gamers;PRE MSI
Hafnet eSports;1;0;Universidad Catolica;PRE MSI
Rebirth eSports;1;0;Kaos Latin Gamers;PRE MSI
Dark Horse;0;1;Legatum;PRE MSI
Furious Gaming;1;0;Isurus Gaming;PRE MSI
Isurus Gaming;1;0;Rebirth eSports;PRE MSI
Legatum;0;1;Hafnet eSports;PRE MSI
Universidad Catolica;0;1;Furious Gaming;PRE MSI
Kaos Latin Gamers;1;0;Dark Horse;PRE MSI
Dark Horse;0;1;Rebirth eSports;PRE MSI
Universidad Catolica;0;1;Isurus Gaming;PRE MSI
Hafnet eSports;0;1;Kaos Latin Gamers;PRE MSI
Legatum;1;0;Furious Gaming;PRE MSI
Universidad Catolica;1;0;Legatum;PRE MSI
Rebirth eSports;0;1;Hafnet eSports;PRE MSI
Isurus Gaming;1;0;Dark Horse;PRE MSI
Furious Gaming;0;1;Kaos Latin Gamers;PRE MSI
Furious Gaming;0;1;Rebirth eSports;PRE MSI
Kaos Latin Gamers;1;0;Universidad Catolica;PRE MSI
Hafnet eSports;1;0;Dark Horse;PRE MSI
Legatum;0;1;Isurus Gaming;PRE MSI
Isurus Gaming;1;0;Hafnet eSports;PRE MSI
Universidad Catolica;0;1;Rebirth eSports;PRE MSI
Dark Horse;0;1;Furious Gaming;PRE MSI
Kaos Latin Gamers;1;0;Legatum;PRE MSI
Legatum;0;1;Rebirth eSports;PRE MSI
Universidad Catolica;1;0;Dark Horse;PRE MSI
Hafnet eSports;1;0;Furious Gaming;PRE MSI
Kaos Latin Gamers;1;0;Isurus Gaming;PRE MSI
Universidad Catolica;1;0;Hafnet eSports;PRE MSI
Kaos Latin Gamers;0;1;Rebirth eSports;PRE MSI
Legatum;1;0;Dark Horse;PRE MSI
Isurus Gaming;1;0;Furious Gaming;PRE MSI
Rebirth eSports;1;0;Isurus Gaming;PRE MSI
Hafnet eSports;1;0;Legatum;PRE MSI
Furious Gaming;1;0;Universidad Catolica;PRE MSI
Dark Horse;0;1;Kaos Latin Gamers;PRE MSI
Rebirth eSports;1;0;Dark Horse;PRE MSI
Isurus Gaming;1;0;Universidad Catolica;PRE MSI
Kaos Latin Gamers;1;0;Hafnet eSports;PRE MSI
Furious Gaming;1;0;Legatum;PRE MSI
Legatum;1;0;Universidad Catolica;PRE MSI
Hafnet eSports;0;1;Rebirth eSports;PRE MSI
Dark Horse;1;0;Isurus Gaming;PRE MSI
Kaos Latin Gamers;1;0;Furious Gaming;PRE MSI
Rebirth eSports;1;0;Furious Gaming;PRE MSI
Universidad Catolica;0;1;Kaos Latin Gamers;PRE MSI
Dark Horse;0;1;Hafnet eSports;PRE MSI
Isurus Gaming;0;1;Legatum;PRE MSI
Hafnet eSports;1;0;Isurus Gaming;PRE MSI
Rebirth eSports;1;0;Universidad Catolica;PRE MSI
Furious Gaming;1;0;Dark Horse;PRE MSI
Legatum;0;1;Kaos Latin Gamers;PRE MSI
Rebirth eSports;1;0;Legatum;PRE MSI
Universidad Catolica;1;0;Dark Horse;PRE MSI
Furious Gaming;1;0;Hafnet eSports;PRE MSI
Kaos Latin Gamers;0;1;Isurus Gaming;PRE MSI
Hafnet eSports;0;1;Universidad Catolica;PRE MSI
Rebirth eSports;1;0;Kaos Latin Gamers;PRE MSI
Dark Horse;1;0;Legatum;PRE MSI
Isurus Gaming;1;0;Furious Gaming;PRE MSI
Isurus Gaming;1;0;Rebirth eSports;PRE MSI
Hafnet eSports;0;1;Legatum;PRE MSI
Furious Gaming;1;0;Universidad Catolica;PRE MSI
Kaos Latin Gamers;1;0;Dark Horse;PRE MSI
Dark Horse;0;1;Rebirth eSports;PRE MSI
Isurus Gaming;1;0;Universidad Catolica;PRE MSI
Kaos Latin Gamers;1;0;Hafnet eSports;PRE MSI
Furious Gaming;1;0;Legatum;PRE MSI
Universidad Catolica;0;1;Legatum;PRE MSI
Hafnet eSports;0;1;Rebirth eSports;PRE MSI
Isurus Gaming;1;0;Dark Horse;PRE MSI
Kaos Latin Gamers;1;0;Furious Gaming;PRE MSI
Rebirth eSports;1;0;Furious Gaming;PRE MSI
Universidad Catolica;0;1;Kaos Latin Gamers;PRE MSI
Hafnet eSports;1;0;Dark Horse;PRE MSI
Isurus Gaming;1;0;Legatum;PRE MSI
Isurus Gaming;1;0;Hafnet eSports;PRE MSI
Universidad Catolica;0;1;Rebirth eSports;PRE MSI
Furious Gaming;1;0;Dark Horse;PRE MSI
Kaos Latin Gamers;1;0;Legatum;PRE MSI
MAD Lions E.C.;2;0;Giants Gaming LVP;PRE MSI
MAD Lions E.C.;2;0;G2 Vodafone;PRE MSI
Asus ROG Army;2;0;Penguins;PRE MSI
Movistar Riders;2;0;MAD Lions E.C.;PRE MSI
Penguins;2;0;KIYF;PRE MSI
Asus ROG Army;0;2;MAD Lions E.C.;PRE MSI
Penguins;0;2;Giants Gaming LVP;PRE MSI
MAD Lions E.C.;2;0;E-Monkeyz Club;PRE MSI
KIYF;0;2;Asus ROG Army;PRE MSI
MAD Lions E.C.;2;0;Penguins;PRE MSI
Asus ROG Army;0;2;Giants Gaming LVP;PRE MSI
G2 Vodafone;2;0;KIYF;PRE MSI
Movistar Riders;2;0;Asus ROG Army;PRE MSI
KIYF;0;2;MAD Lions E.C.;PRE MSI
Giants Gaming LVP;2;0;MAD Lions E.C.;PRE MSI
Asus ROG Army;2;0;E-Monkeyz Club;PRE MSI
Penguins;0;2;G2 Vodafone;PRE MSI
Penguins;0;2;Asus ROG Army;PRE MSI
KIYF;2;0;E-Monkeyz Club;PRE MSI
G2 Vodafone;0;2;MAD Lions E.C.;PRE MSI
G2 Vodafone;2;0;Asus ROG Army;PRE MSI
KIYF;2;0;Penguins;PRE MSI
E-Monkeyz Club;0;2;Giants Gaming LVP;PRE MSI
E-Monkeyz Club;0;2;G2 Vodafone;PRE MSI
KIYF;0;2;Giants Gaming LVP;PRE MSI
MAD Lions E.C.;2;0;Asus ROG Army;PRE MSI
Giants Gaming LVP;2;0;Penguins;PRE MSI
G2 Vodafone;0;2;Movistar Riders;PRE MSI
E-Monkeyz Club;0;2;MAD Lions E.C.;PRE MSI
Asus ROG Army;2;0;KIYF;PRE MSI
Movistar Riders;2;0;E-Monkeyz Club;PRE MSI
Giants Gaming LVP;2;0;Asus ROG Army;PRE MSI
KIYF;0;2;G2 Vodafone;PRE MSI
E-Monkeyz Club;0;2;Penguins;PRE MSI
Giants Gaming LVP;2;0;G2 Vodafone;PRE MSI
MAD Lions E.C.;3;1;G2 Vodafone;PRE MSI
Movistar Riders;3;1;Giants Gaming LVP;PRE MSI
MAD Lions E.C.;3;0;Movistar Riders;PRE MSI
Kingzone DragonX;0;2;KSV eSports;PRE MSI
Kongdoo Monster;2;0;MVP;PRE MSI
Afreeca Freecs;2;1;KT Rolster;PRE MSI
SK Telecom T1;2;1;ROX Tigers;PRE MSI
Kongdoo Monster;1;2;bbq Olivers;PRE MSI
Jin Air Green Wings;0;2;KSV eSports;PRE MSI
KT Rolster;2;0;MVP;PRE MSI
Jin Air Green Wings;2;1;SK Telecom T1;PRE MSI
Afreeca Freecs;0;2;Kingzone DragonX;PRE MSI
bbq Olivers;1;2;ROX Tigers;PRE MSI
Jin Air Green Wings;2;0;MVP;PRE MSI
KT Rolster;2;1;SK Telecom T1;PRE MSI
ROX Tigers;2;1;Kongdoo Monster;PRE MSI
KSV eSports;2;1;Afreeca Freecs;PRE MSI
Kingzone DragonX;2;0;SK Telecom T1;PRE MSI
KT Rolster;2;1;bbq Olivers;PRE MSI
KSV eSports;0;2;Kongdoo Monster;PRE MSI
ROX Tigers;0;2;Afreeca Freecs;PRE MSI
bbq Olivers;2;0;Jin Air Green Wings;PRE MSI
MVP;0;2;Kingzone DragonX;PRE MSI
MVP;0;2;KSV eSports;PRE MSI
Kongdoo Monster;0;2;Jin Air Green Wings;PRE MSI
Kingzone DragonX;2;0;ROX Tigers;PRE MSI
Afreeca Freecs;2;0;bbq Olivers;PRE MSI
KT Rolster;2;0;Jin Air Green Wings;PRE MSI
MVP;2;1;SK Telecom T1;PRE MSI
Kingzone DragonX;2;0;Kongdoo Monster;PRE MSI
KSV eSports;2;1;bbq Olivers;PRE MSI
ROX Tigers;1;2;KT Rolster;PRE MSI
SK Telecom T1;0;2;Afreeca Freecs;PRE MSI
ROX Tigers;2;1;KSV eSports;PRE MSI
Kongdoo Monster;0;2;Afreeca Freecs;PRE MSI
bbq Olivers;1;2;SK Telecom T1;PRE MSI
KT Rolster;0;2;Kingzone DragonX;PRE MSI
Afreeca Freecs;2;0;MVP;PRE MSI
Jin Air Green Wings;1;2;ROX Tigers;PRE MSI
Jin Air Green Wings;0;2;Kingzone DragonX;PRE MSI
bbq Olivers;0;2;MVP;PRE MSI
SK Telecom T1;2;0;KSV eSports;PRE MSI
Kongdoo Monster;0;2;KT Rolster;PRE MSI
SK Telecom T1;2;1;Kongdoo Monster;PRE MSI
KSV eSports;0;2;KT Rolster;PRE MSI
Afreeca Freecs;0;2;Jin Air Green Wings;PRE MSI
MVP;0;2;ROX Tigers;PRE MSI
bbq Olivers;2;1;Kingzone DragonX;PRE MSI
Kongdoo Monster;0;2;KSV eSports;PRE MSI
ROX Tigers;0;2;SK Telecom T1;PRE MSI
Kingzone DragonX;2;1;Afreeca Freecs;PRE MSI
Jin Air Green Wings;1;2;KT Rolster;PRE MSI
MVP;2;0;bbq Olivers;PRE MSI
Afreeca Freecs;2;0;KSV eSports;PRE MSI
KT Rolster;0;2;ROX Tigers;PRE MSI
Jin Air Green Wings;0;2;bbq Olivers;PRE MSI
Kingzone DragonX;2;0;MVP;PRE MSI
Afreeca Freecs;2;1;SK Telecom T1;PRE MSI
KT Rolster;2;0;Kongdoo Monster;PRE MSI
Kongdoo Monster;0;2;Kingzone DragonX;PRE MSI
ROX Tigers;2;0;bbq Olivers;PRE MSI
SK Telecom T1;2;1;Jin Air Green Wings;PRE MSI
KSV eSports;1;2;MVP;PRE MSI
SK Telecom T1;0;2;Kingzone DragonX;PRE MSI
ROX Tigers;0;2;MVP;PRE MSI
Jin Air Green Wings;2;0;Kongdoo Monster;PRE MSI
bbq Olivers;0;2;KSV eSports;PRE MSI
SK Telecom T1;0;2;KT Rolster;PRE MSI
Afreeca Freecs;2;0;ROX Tigers;PRE MSI
MVP;1;2;Jin Air Green Wings;PRE MSI
KT Rolster;1;2;KSV eSports;PRE MSI
Afreeca Freecs;2;0;Kongdoo Monster;PRE MSI
Kingzone DragonX;2;0;bbq Olivers;PRE MSI
ROX Tigers;1;2;Kingzone DragonX;PRE MSI
KSV eSports;2;1;Jin Air Green Wings;PRE MSI
MVP;2;1;Kongdoo Monster;PRE MSI
SK Telecom T1;1;2;bbq Olivers;PRE MSI
Jin Air Green Wings;1;2;Afreeca Freecs;PRE MSI
Kingzone DragonX;2;0;KT Rolster;PRE MSI
MVP;0;2;Afreeca Freecs;PRE MSI
bbq Olivers;1;2;KT Rolster;PRE MSI
KSV eSports;0;2;SK Telecom T1;PRE MSI
Kongdoo Monster;0;2;ROX Tigers;PRE MSI
MVP;0;2;KT Rolster;PRE MSI
bbq Olivers;0;2;Afreeca Freecs;PRE MSI
KSV eSports;1;2;ROX Tigers;PRE MSI
Kingzone DragonX;2;0;Jin Air Green Wings;PRE MSI
bbq Olivers;2;0;Kongdoo Monster;PRE MSI
SK Telecom T1;2;0;MVP;PRE MSI
KSV eSports;1;2;Kingzone DragonX;PRE MSI
ROX Tigers;1;2;Jin Air Green Wings;PRE MSI
Kongdoo Monster;1;2;SK Telecom T1;PRE MSI
KT Rolster;2;0;Afreeca Freecs;PRE MSI
1907 Fenerbahçe;0;1;BAUSuperMassive;PRE MSI
HWA Gaming;1;0;Royal Bandits;PRE MSI
Galakticos;1;0;YouthCrew Esports;PRE MSI
Team Aurora;0;1;Dark Passage;PRE MSI
Team Aurora;0;1;Galakticos;PRE MSI
Dark Passage;0;1;BAUSuperMassive;PRE MSI
YouthCrew Esports;1;0;HWA Gaming;PRE MSI
1907 Fenerbahçe;0;1;Royal Bandits;PRE MSI
Team Aurora;1;0;HWA Gaming;PRE MSI
Galakticos;0;1;BAUSuperMassive;PRE MSI
YouthCrew Esports;0;1;Royal Bandits;PRE MSI
1907 Fenerbahçe;1;0;Dark Passage;PRE MSI
HWA Gaming;0;1;BAUSuperMassive;PRE MSI
YouthCrew Esports;0;1;Team Aurora;PRE MSI
Royal Bandits;1;0;Dark Passage;PRE MSI
1907 Fenerbahçe;1;0;Galakticos;PRE MSI
Team Aurora;0;1;Royal Bandits;PRE MSI
YouthCrew Esports;0;1;BAUSuperMassive;PRE MSI
Galakticos;0;1;Dark Passage;PRE MSI
HWA Gaming;0;1;1907 Fenerbahçe;PRE MSI
Royal Bandits;1;0;Galakticos;PRE MSI
Team Aurora;0;1;BAUSuperMassive;PRE MSI
Dark Passage;1;0;HWA Gaming;PRE MSI
YouthCrew Esports;0;1;1907 Fenerbahçe;PRE MSI
Royal Bandits;0;1;BAUSuperMassive;PRE MSI
Galakticos;0;1;HWA Gaming;PRE MSI
1907 Fenerbahçe;1;0;Team Aurora;PRE MSI
Dark Passage;1;0;YouthCrew Esports;PRE MSI
Royal Bandits;0;1;HWA Gaming;PRE MSI
Galakticos;0;1;YouthCrew Esports;PRE MSI
Dark Passage;0;1;Team Aurora;PRE MSI
BAUSuperMassive;1;0;1907 Fenerbahçe;PRE MSI
YouthCrew Esports;1;0;HWA Gaming;PRE MSI
1907 Fenerbahçe;0;1;Royal Bandits;PRE MSI
Galakticos;0;1;Team Aurora;PRE MSI
Dark Passage;0;1;BAUSuperMassive;PRE MSI
Royal Bandits;1;0;YouthCrew Esports;PRE MSI
1907 Fenerbahçe;0;1;Dark Passage;PRE MSI
HWA Gaming;0;1;Team Aurora;PRE MSI
Galakticos;0;1;BAUSuperMassive;PRE MSI
Team Aurora;0;1;YouthCrew Esports;PRE MSI
Galakticos;0;1;1907 Fenerbahçe;PRE MSI
Dark Passage;1;0;Royal Bandits;PRE MSI
BAUSuperMassive;1;0;HWA Gaming;PRE MSI
Royal Bandits;1;0;Team Aurora;PRE MSI
Galakticos;0;1;Dark Passage;PRE MSI
YouthCrew Esports;0;1;BAUSuperMassive;PRE MSI
1907 Fenerbahçe;1;0;HWA Gaming;PRE MSI
Royal Bandits;1;0;Galakticos;PRE MSI
BAUSuperMassive;1;0;Team Aurora;PRE MSI
HWA Gaming;0;1;Dark Passage;PRE MSI
YouthCrew Esports;1;0;1907 Fenerbahçe;PRE MSI
Royal Bandits;0;1;BAUSuperMassive;PRE MSI
Galakticos;0;1;HWA Gaming;PRE MSI
YouthCrew Esports;1;0;Dark Passage;PRE MSI
Team Aurora;1;0;1907 Fenerbahçe;PRE MSI
Team Aurora;1;0;Dark Passage;PRE MSI
YouthCrew Esports;1;0;Galakticos;PRE MSI
1907 Fenerbahçe;0;1;BAUSuperMassive;PRE MSI
Royal Bandits;1;0;HWA Gaming;PRE MSI
1907 Fenerbahçe;0;1;Royal Bandits;PRE MSI
Team Aurora;1;0;Galakticos;PRE MSI
YouthCrew Esports;0;1;HWA Gaming;PRE MSI
Dark Passage;0;1;BAUSuperMassive;PRE MSI
Royal Bandits;1;0;YouthCrew Esports;PRE MSI
HWA Gaming;1;0;Team Aurora;PRE MSI
Dark Passage;0;1;1907 Fenerbahçe;PRE MSI
Galakticos;0;1;BAUSuperMassive;PRE MSI
Team Aurora;0;1;YouthCrew Esports;PRE MSI
Galakticos;0;1;1907 Fenerbahçe;PRE MSI
Royal Bandits;1;0;Dark Passage;PRE MSI
BAUSuperMassive;1;0;HWA Gaming;PRE MSI
Royal Bandits;1;0;Team Aurora;PRE MSI
Galakticos;0;1;Dark Passage;PRE MSI
BAUSuperMassive;1;0;YouthCrew Esports;PRE MSI
1907 Fenerbahçe;1;0;HWA Gaming;PRE MSI
1907 Fenerbahçe;1;0;YouthCrew Esports;PRE MSI
Royal Bandits;1;0;Galakticos;PRE MSI
HWA Gaming;1;0;Dark Passage;PRE MSI
Team Aurora;1;0;BAUSuperMassive;PRE MSI
Royal Bandits;0;1;BAUSuperMassive;PRE MSI
Galakticos;0;1;HWA Gaming;PRE MSI
Team Aurora;1;0;1907 Fenerbahçe;PRE MSI
Dark Passage;0;1;YouthCrew Esports;PRE MSI
Galakticos;0;1;YouthCrew Esports;PRE MSI
Royal Bandits;1;0;HWA Gaming;PRE MSI
1907 Fenerbahçe;1;0;BAUSuperMassive;PRE MSI
Team Aurora;0;1;Dark Passage;PRE MSI
HWA Gaming;0;1;YouthCrew Esports;PRE MSI
BAUSuperMassive;1;0;Dark Passage;PRE MSI
Galakticos;0;1;Team Aurora;PRE MSI
Royal Bandits;1;0;1907 Fenerbahçe;PRE MSI
BAUSuperMassive;1;0;Galakticos;PRE MSI
YouthCrew Esports;0;1;Royal Bandits;PRE MSI
Team Aurora;0;1;HWA Gaming;PRE MSI
Dark Passage;1;0;1907 Fenerbahçe;PRE MSI
HWA Gaming;0;1;BAUSuperMassive;PRE MSI
1907 Fenerbahçe;1;0;Galakticos;PRE MSI
Royal Bandits;1;0;Dark Passage;PRE MSI
Team Aurora;0;1;YouthCrew Esports;PRE MSI
Dark Passage;0;1;Galakticos;PRE MSI
HWA Gaming;0;1;1907 Fenerbahçe;PRE MSI
BAUSuperMassive;1;0;YouthCrew Esports;PRE MSI
Team Aurora;0;1;Royal Bandits;PRE MSI
HWA Gaming;1;0;Dark Passage;PRE MSI
Team Aurora;0;1;BAUSuperMassive;PRE MSI
YouthCrew Esports;1;0;1907 Fenerbahçe;PRE MSI
Royal Bandits;1;0;Galakticos;PRE MSI
HWA Gaming;1;0;Galakticos;PRE MSI
1907 Fenerbahçe;1;0;Team Aurora;PRE MSI
BAUSuperMassive;1;0;Royal Bandits;PRE MSI
Dark Passage;1;0;YouthCrew Esports;PRE MSI
V3 Esports;0;2;Pentagram;PRE MSI
Unsold Stuff Gaming;2;0;Rascal Jester;PRE MSI
Detonation FocusMe;2;1;7th Heaven;PRE MSI
V3 Esports;1;2;Rascal Jester;PRE MSI
Unsold Stuff Gaming;2;0;7th Heaven;PRE MSI
Detonation FocusMe;1;0;Pentagram;PRE MSI
Pentagram;0;1;7th Heaven;PRE MSI
V3 Esports;2;1;Unsold Stuff Gaming;PRE MSI
Rascal Jester;0;2;Detonation FocusMe;PRE MSI
Detonation FocusMe;2;0;V3 Esports;PRE MSI
Unsold Stuff Gaming;2;1;Pentagram;PRE MSI
7th Heaven;1;2;Rascal Jester;PRE MSI
V3 Esports;2;0;7th Heaven;PRE MSI
Pentagram;2;0;Rascal Jester;PRE MSI
Unsold Stuff Gaming;0;2;Detonation FocusMe;PRE MSI
Rascal Jester;0;2;Unsold Stuff Gaming;PRE MSI
7th Heaven;0;2;Detonation FocusMe;PRE MSI
V3 Esports;1;2;Pentagram;PRE MSI
7th Heaven;1;2;Unsold Stuff Gaming;PRE MSI
Rascal Jester;1;2;V3 Esports;PRE MSI
Rascal Jester;0;2;Detonation FocusMe;PRE MSI
7th Heaven;0;2;Pentagram;PRE MSI
V3 Esports;0;2;Unsold Stuff Gaming;PRE MSI
V3 Esports;0;2;Detonation FocusMe;PRE MSI
Pentagram;2;0;Unsold Stuff Gaming;PRE MSI
Rascal Jester;2;1;7th Heaven;PRE MSI
Rascal Jester;0;2;Pentagram;PRE MSI
Detonation FocusMe;2;1;Unsold Stuff Gaming;PRE MSI
7th Heaven;2;1;V3 Esports;PRE MSI
Legacy eSports;3;2;Avant Gaming;PRE MSI
Order;2;3;Legacy eSports;PRE MSI
Chiefs eSports Club;3;1;Legacy eSports;PRE MSI
Dire Wolves;3;2;Chiefs eSports Club;PRE MSI
Echo Fox Academy;3;1;Team Liquid Academy;PRE MSI
Cloud9 Academy;0;3;FlyQuest Academy;PRE MSI
FlyQuest Academy;3;2;Echo Fox Academy;PRE MSI
J Team;2;1;MAD Team;PRE MSI
Hong Kong Attitude;0;2;ahq e-Sports Club;PRE MSI
Machi E-Sports;2;1;Hong Kong Attitude;PRE MSI
Flash Wolves;2;1;Team Afro;PRE MSI
J Team;2;0;Hong Kong Attitude;PRE MSI
Team Afro;0;2;G-Rex;PRE MSI
ahq e-Sports Club;0;2;Machi E-Sports;PRE MSI
G-Rex;2;0;MAD Team;PRE MSI
G-Rex;2;0;Machi E-Sports;PRE MSI
MAD Team;2;1;ahq e-Sports Club;PRE MSI
J Team;2;1;Team Afro;PRE MSI
MAD Team;2;0;Machi E-Sports;PRE MSI
Flash Wolves;2;0;Hong Kong Attitude;PRE MSI
Flash Wolves;2;0;G-Rex;PRE MSI
G-Rex;2;1;Hong Kong Attitude;PRE MSI
ahq e-Sports Club;1;2;Flash Wolves;PRE MSI
ahq e-Sports Club;1;2;Team Afro;PRE MSI
J Team;1;2;Machi E-Sports;PRE MSI
MAD Team;2;1;Hong Kong Attitude;PRE MSI
MAD Team;0;2;Team Afro;PRE MSI
J Team;2;0;ahq e-Sports Club;PRE MSI
G-Rex;0;2;ahq e-Sports Club;PRE MSI
Machi E-Sports;0;2;Flash Wolves;PRE MSI
MAD Team;0;2;Flash Wolves;PRE MSI
Team Afro;1;2;Hong Kong Attitude;PRE MSI
G-Rex;2;1;J Team;PRE MSI
Team Afro;2;1;Machi E-Sports;PRE MSI
Flash Wolves;2;0;J Team;PRE MSI
Flash Wolves;2;0;Machi E-Sports;PRE MSI
Hong Kong Attitude;1;2;J Team;PRE MSI
MAD Team;0;2;G-Rex;PRE MSI
ahq e-Sports Club;2;0;Team Afro;PRE MSI
MAD Team;2;0;J Team;PRE MSI
ahq e-Sports Club;2;0;Hong Kong Attitude;PRE MSI
Team Afro;0;2;J Team;PRE MSI
Flash Wolves;0;2;G-Rex;PRE MSI
Machi E-Sports;2;0;Team Afro;PRE MSI
MAD Team;1;2;Hong Kong Attitude;PRE MSI
G-Rex;2;0;ahq e-Sports Club;PRE MSI
MAD Team;1;2;Flash Wolves;PRE MSI
ahq e-Sports Club;1;2;MAD Team;PRE MSI
Team Afro;0;2;Hong Kong Attitude;PRE MSI
G-Rex;2;0;Team Afro;PRE MSI
J Team;0;2;Machi E-Sports;PRE MSI
Team Afro;0;2;Flash Wolves;PRE MSI
G-Rex;2;0;J Team;PRE MSI
Machi E-Sports;2;0;MAD Team;PRE MSI
Hong Kong Attitude;1;2;G-Rex;PRE MSI
Machi E-Sports;2;1;ahq e-Sports Club;PRE MSI
Hong Kong Attitude;0;2;Flash Wolves;PRE MSI
Machi E-Sports;2;0;Hong Kong Attitude;PRE MSI
Team Afro;1;2;MAD Team;PRE MSI
ahq e-Sports Club;0;2;Flash Wolves;PRE MSI
Machi E-Sports;1;2;G-Rex;PRE MSI
Flash Wolves;2;0;J Team;PRE MSI
J Team;0;2;ahq e-Sports Club;PRE MSI
M19 Team;2;3;RoX;PRE MSI
Gambit Esports;3;1;Team Just Alpha;PRE MSI
Gambit Esports;3;0;RoX;PRE MSI
CNB e-Sports Club;3;2;ProGaming eSports;PRE MSI
Vivo Keyd;3;0;CNB e-Sports Club;PRE MSI
Red Canids;2;3;Vivo Keyd;PRE MSI
KaBuM! e-Sports;3;2;Vivo Keyd;PRE MSI
GIGABYTE Marines;3;1;Young Generation;PRE MSI
Ultimate;1;3;GIGABYTE Marines;PRE MSI
GIGABYTE Marines;2;3;EVOS Esports;PRE MSI
Team Liquid;3;0;Cloud9;PRE MSI
Team SoloMid;1;3;Clutch Gaming;PRE MSI
Echo Fox;1;3;Team Liquid;PRE MSI
100 Thieves;3;2;Clutch Gaming;PRE MSI
Echo Fox;3;0;Clutch Gaming;PRE MSI
100 Thieves;0;3;Team Liquid;PRE MSI
Invictus Gaming;1;2;Royal Never Give Up;PRE MSI
Topsports Gaming;0;2;Suning Gaming;PRE MSI
Bilibili Gaming;2;0;Vici Gaming;PRE MSI
Funplus Phoenix;0;2;Edward Gaming;PRE MSI
Rogue Warriors;2;0;Topsports Gaming;PRE MSI
JD Gaming;2;0;LGD Gaming;PRE MSI
OMG;0;2;Team WE;PRE MSI
Funplus Phoenix;2;1;Snake Esports;PRE MSI
Topsports Gaming;0;2;Royal Never Give Up;PRE MSI
Rogue Warriors;0;2;Invictus Gaming;PRE MSI
LGD Gaming;1;2;Suning Gaming;PRE MSI
Team WE;1;2;Bilibili Gaming;PRE MSI
OMG;2;0;Funplus Phoenix;PRE MSI
Snake Esports;2;0;Edward Gaming;PRE MSI
Rogue Warriors;2;1;Suning Gaming;PRE MSI
Topsports Gaming;0;2;JD Gaming;PRE MSI
Snake Esports;2;0;Team WE;PRE MSI
LGD Gaming;2;1;Royal Never Give Up;PRE MSI
JD Gaming;0;2;Invictus Gaming;PRE MSI
Bilibili Gaming;2;0;OMG;PRE MSI
Bilibili Gaming;0;2;Edward Gaming;PRE MSI
Vici Gaming;0;2;Team WE;PRE MSI
Funplus Phoenix;1;2;Team WE;PRE MSI
JD Gaming;2;1;Royal Never Give Up;PRE MSI
Rogue Warriors;1;2;LGD Gaming;PRE MSI
Vici Gaming;0;2;Snake Esports;PRE MSI
Topsports Gaming;0;2;Invictus Gaming;PRE MSI
OMG;1;2;Edward Gaming;PRE MSI
Royal Never Give Up;0;2;Rogue Warriors;PRE MSI
JD Gaming;2;1;Suning Gaming;PRE MSI
Topsports Gaming;1;2;LGD Gaming;PRE MSI
Bilibili Gaming;0;2;Snake Esports;PRE MSI
Suning Gaming;0;2;Invictus Gaming;PRE MSI
OMG;2;0;Vici Gaming;PRE MSI
Funplus Phoenix;0;2;Bilibili Gaming;PRE MSI
Vici Gaming;1;2;Edward Gaming;PRE MSI
JD Gaming;0;2;Rogue Warriors;PRE MSI
Suning Gaming;2;0;Royal Never Give Up;PRE MSI
Snake Esports;2;1;OMG;PRE MSI
LGD Gaming;1;2;Invictus Gaming;PRE MSI
Funplus Phoenix;2;0;Vici Gaming;PRE MSI
Team WE;1;2;Edward Gaming;PRE MSI
Royal Never Give Up;2;1;Bilibili Gaming;PRE MSI
